"/Vout (CD=1.8e-11,Iin=1.9e-06) X","/Vout (CD=1.8e-11,Iin=1.9e-06) Y"
3.572806870913562e-07,0.5008677060558956
3.588928397414123e-07,0.5008142573905739
3.608259287637598e-07,0.5007028328465967
3.6337480151688e-07,0.5005331489281872
3.664495700954523e-07,0.5003411389870155
3.704174019090226e-07,0.5001461716742714
3.753203307116603e-07,0.4999913877147071
3.8048077471277e-07,0.4999127224104021
3.861562771940441e-07,0.4998947213348625
3.926562771940441e-07,0.4999213809658681
3.991562771940441e-07,0.4999643163505138
4.056562771940441e-07,0.5000017603830904
4.121562771940441e-07,0.5000245286584747
4.186562771940441e-07,0.5000326640764057
4.251562771940442e-07,0.5000308666880141
4.316562771940442e-07,0.5000246769805017
4.381562771940442e-07,0.500018274420033
4.446562771940442e-07,0.500013813298965
4.5e-07,0.5000119735563154
4.51e-07,0.5001658177068434
4.52e-07,0.5003943341640332
4.531889071658749e-07,0.5006038174344315
4.542413929484415e-07,0.5007453077880227
4.557402192772915e-07,0.500852789564843
4.572846685951756e-07,0.5008675689624439
4.588975822985558e-07,0.5008139955272911
4.608317147878652e-07,0.5007024545772235
4.633826121990586e-07,0.5005326428142072
4.664590255303175e-07,0.500340616923729
4.704296666208763e-07,0.5001456868165478
4.75332900418821e-07,0.4999911142957626
4.804940435258377e-07,0.4999126192951275
4.861714786286979e-07,0.4998947458215082
4.926714786286979e-07,0.4999214777961616
4.991714786286978e-07,0.4999644181619485
5.056714786286978e-07,0.5000018322172712
5.121714786286977e-07,0.5000245625020536
5.186714786286977e-07,0.5000326680525029
5.251714786286977e-07,0.5000308544512838
5.316714786286976e-07,0.5000246605658593
5.381714786286976e-07,0.5000182611757994
5.446714786286975e-07,0.5000138058725938
5.5e-07,0.500011973936659
5.51e-07,0.5001658181551761
5.52e-07,0.5003943346163671
5.531880867493707e-07,0.5006037277081981
5.542404402835414e-07,0.5007452543534755
5.557391241135024e-07,0.5008527900865376
5.572833034933112e-07,0.5008676159811776
5.58895956256532e-07,0.5008140853139549
5.608297309382269e-07,0.5007025842645528
5.633799339534778e-07,0.5005328163287878
5.664557832598672e-07,0.5003407958893051
5.704254608462579e-07,0.5001458530083308
5.753285893629431e-07,0.4999912080112416
5.804894922923464e-07,0.4999126546211023
5.861662642434757e-07,0.4998947373940602
5.926662642434757e-07,0.4999214445756376
5.991662642434756e-07,0.4999643832446425
6.056662642434756e-07,0.500001807585981
6.121662642434756e-07,0.5000245509001127
6.186662642434755e-07,0.5000326666914904
6.251662642434755e-07,0.5000308586477772
6.316662642434754e-07,0.5000246661931067
6.381662642434754e-07,0.5000182657147564
6.446662642434753e-07,0.5000138084161776
6.5e-07,0.5000119738043897
